Vulnerability,Category,Length
"        self.assertequal(self.client.post(url).status_code, num%id)        self.assertequal(self.client.put(url).status_code, num%id)        self.assertequal(self.client.patch(url).status_code, num%id)        self.assertequal(self.client.delete(url).status_code, num%id)        response = self.client.post(url)        response = self.client.post(url, content_type=""str$id"")            url, json.dumps(body), content_type=""str$id"")            url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url, content_type=""str$id"")        response = self.client.get(url, content_type=""str$id"")        response = self.client.get(url, content_type=""str$id"")        response = self.client.get(url, content_type=""str$id"")",xsrf,37
"  usercheckquery = ""str$id"".format(username)",sql_injection,3
"        self.asserttrue(            self.client.login(username=""str$id"", password=""str$id""))        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        self.asserttrue(            self.client.login(username=""str$id"", password=""str$id""))        response = self.client.get(url)        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.delete(url)",xsrf,25
            group_exam_ind=num%id,open_redirect,1
"      res = self.context.execute_process_synchronously(req, self.name(), [workunitlabel.compiler])",remote_code_execution,5
"        mox.ignorearg(), mox.ignorearg(), timeout=mox.ignorearg()).andraise(",xsrf,3
"    def test_hinted_login_dialog_disabled(self):        response = self.client.get(reverse(""str$id""), params, http_accept=""str$id"")            ""str$id"",",open_redirect,8
"	import get_leave_allocation_records, get_leave_balance_on, get_approved_leaves_for_period					_(""str$id"") + ""str$id"", 		_(""str$id"") + ""str$id"", ",sql_injection,10
"            table = conn.execute(f""str$id""                                 f""str$id"")",sql_injection,4
"        validate_unique_project_path(self.initial[""str$id""], self.cleaned_data[""str$id""])        return super().clean()    path = forms.regexfield(regex=r""str$id"", widget=forms.textinput,                            error_messages={""str$id"": ""str$id""})",path_disclosure,10
"            key = by_path[key][""str$id""]        if by_hash.has_key(key):                return unprocessed.index(key), by_hash[key]            except valueerror:        return -num%id, none        left_of = find(level[""str$id""][num%id])[num%id]        right_of = find(level[""str$id""][num%id])[num%id]",path_disclosure,19
"                 ""str$id"".format(today))            cursor = db.execute_query(query)",sql_injection,4
"    def _create_3par_fibrechan_host(self, hostname, wwn, domain, persona_id):        out = self.common._cli_run(""str$id""                                   % (persona_id, domain,                                      hostname, ""str$id"".join(wwn)), none)    def _modify_3par_fibrechan_host(self, hostname, wwn):        out = self.common._cli_run(""str$id""                                   % (hostname, ""str$id"".join(wwn)), none)",command_injection,26
"        label=""str$id"",        label=""str$id"",                   ""str$id"", ""str$id"", ""str$id"")",command_injection,5
"            command = ""str$id"" % (commandmap[job[""str$id""]][job[""str$id""]], random.choice(src))",command_injection,6
"        self.verify_xss = kwargs.get(""str$id"", os.environ.get(""str$id"", false))",xss,5
"                    cursor.execute(""str$id"" + s[num%id] + ""str$id"" + s[num%id] + ""str$id"")                        cursor.execute(""str$id"" + s2[num%id] + ""str$id"" + s[num%id] + ""str$id"" + s[num%id] + ""str$id"")                        cursor.execute(""str$id"" + s2[num%id] +""str$id"" + s[num%id] + ""str$id"" + s[num%id] + ""str$id"")    conn.execute(""str$id"" + str(chat_id) + ""str$id"")        conn.execute(""str$id"" + str(username) + ""str$id"" + str(chat_id) + ""str$id"")        conn.execute(""str$id"" + str(last_try) + ""str$id"" + str(chat_id) + ""str$id"")        conn.execute(""str$id"" + str(last_problem[num%id]) + ""str$id"" + str(chat_id) + ""str$id"")        conn.execute(""str$id"" + str(num%id) + ""str$id"" + str(chat_id) + ""str$id"")",sql_injection,75
"        bargs= [self.get_path_to_ansible_inventory(), ""str$id"", self.source]",command_injection,4
"    def _run_ssh(self, command, check_exit_code=true, attempts=num%id):",command_injection,5
"        show_vlun_cmd = ""str$id""",command_injection,3
"        setupinputredirect(cmd)        setupoutputredirect(cmd)        setupappendredirect(cmd)    import pdb; pdb.set_trace()    pass    i = cmd.index(""str$id"")    sys.stdout = open(cmd[i + num%id], ""str$id"")    del cmd[i + num%id]    del cmd[i]    print(""str$id"")    import pdb; pdb.set_trace()    pass",open_redirect,27
"    xss_result = ""str$id""",xss,3
"parser = yacc.yacc(tabmodule=""str$id"", debugfile=""str$id"", debug=not debug.quiet)",command_injection,6
"        print(dm.sender_screen_name + ""str$id"" + dm.text)",sql_injection,5
"        forceflag = ""str$id"" if force else ""str$id""        cmd_params = {""str$id"": forceflag, ""str$id"": name}        ssh_cmd = ""str$id"" % cmd_params",command_injection,18
"proto_pattern = r""str$id""",xsrf,3
"        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url, content_type=""str$id"")",xsrf,9
"        self.env_var_override.set(""str$id"", ""str$id"")            self.assertequal(suite.cmd, self._expected_command(name=name, verify_xss=true))",xss,5
"from frappe.utils import today, cint, global_date_format, get_fullname, strip_html_tags, markdown",xss,9
"        if re.match(""str$id"", filename):",open_redirect,3
"    cursor.execute(""str$id""""str$id""%s""str$id""%s""str$id""""str$id"", (player1,player2,size))",sql_injection,2
"                (""str$id"", models.foreignkey(to=""str$id"")),                (""str$id"", models.foreignkey(to=""str$id"")),",sql_injection,4
"        response = self.client.post(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url, json.dumps(body), content_type=""str$id"")",xsrf,13
"from curtin.block import (mdadm, mkfs, clear_holders, lvm, iscsi)",command_injection,8
"    ""str$id""""find single keywords in the fulltext",remote_code_execution,6
"        sort = self.get_argument(""str$id"", ""str$id"")",xsrf,4
    received_search_result_channel = pyqtsignal(object)    received_search_result_torrent = pyqtsignal(object),sql_injection,6
"           [jc.pathcontainspredicate(""str$id"", self.__use_lb_hc_name),            jc.pathcontainspredicate(none, health_check)]))",path_disclosure,4
"from oi.projects.models import project, oineedsprjpermsfrom oi.helpers import oi_read",open_redirect,8
import urllib.parse,path_disclosure,2
"                                     user=""str$id"",  # change the user and password as needed                                     password=""str$id"",",sql_injection,10
"    def modhash(self, rand=none, test=false):        return modhash(self, rand = rand, test = test)        return valid_hash(self, hash)",xsrf,15
"    zinc_args.extend([""str$id"", compiler_interface])    zinc_args.extend([""str$id"", compiler_bridge])    zinc_args.extend([""str$id"", self._zinc_cache_dir])",remote_code_execution,6
"        sort_by_obj = desc(by_obj) if sort == ""str$id"" else asc(by_obj)",xsrf,9
"        forceflag = ""str$id"" if force else ""str$id""        cmd_params = {""str$id"": forceflag, ""str$id"": name}        ssh_cmd = ""str$id"" % cmd_params",command_injection,18
"        response = self.client.post(url)        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)",xsrf,22
        response = self.client.post(url),xsrf,3
"            out, err = self._run_ssh(""str$id"" % fc_map_id)",command_injection,6
"        sql += ""str$id"".format(data)        sql += ""str$id"".format(**data)",sql_injection,6
"                    (""str$id"", true))",sql_injection,2
"        response = self.client.post(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)",xsrf,16
"    sql = ""str$id"".format(scene, tag)    res = db.exec(sql)",sql_injection,7
